P1,SSR1331_1,16.2051127885974,45.3028960349662,10058.4
P2,SSR1331_2,16.2146240581398,45.2952833718459,10058.4
P3,SSR1331_3,16.2286723776517,45.291275220504,10058.4
P4,SSR1331_4,16.2387320865351,45.2841861268523,10058.4
P5,SSR1331_5,16.2474784064581,45.2758906166969,10058.4
P6,SSR1331_6,16.2608495118989,45.2713589469836,10058.4
P7,SSR1331_7,16.2694656350276,45.2631594807945,10058.4
P8,SSR1331_8,16.2855360220225,45.2606051641788,10058.4
P9,SSR1331_9,16.2910179927071,45.2498064420756,10058.4
P10,SSR1331_10,16.3047974850704,45.2454917595748,10058.4
P11,SSR1331_11,16.3139664172448,45.2375323369382,10058.4
P12,SSR1331_12,16.3256929221633,45.2316375433796,10058.4
P13,SSR1331_13,16.3356715097884,45.2243031027168,10058.4
P14,SSR1331_14,16.3503734799578,45.2206911754224,10058.4
P15,SSR1331_15,16.3579510026248,45.2115184084718,10058.4
P16,SSR1331_16,16.3714184120328,45.2069589181988,10058.4
P17,SSR1331_17,16.3811154934674,45.1995101908582,10058.4
P18,SSR1331_18,16.3902979000858,45.1915714426581,10058.4
P19,SSR1331_19,16.4055390580427,45.1882710196425,10058.4
P20,SSR1331_20,16.4132247412001,45.1790971305929,10058.4
P21,SSR1331_21,16.4269216882086,45.1748053530394,10058.4
P22,SSR1331_22,16.4353295703634,45.1662828810659,10058.4
P23,SSR1331_23,16.4463136350162,45.1596328068471,10058.4
P24,SSR1331_24,16.4568427450849,45.1527318742013,10058.4
P25,SSR1331_25,16.4705966709609,45.1482903633873,10058.4
P26,SSR1331_26,16.4796602213445,45.1401792430502,10035.54
P27,SSR1331_27,16.4955792943707,45.1371860244575,10012.68
P28,SSR1331_28,16.5018213942055,45.1269368568449,9982.2
P29,SSR1331_29,16.517239955287,45.123656658816,9959.34
P30,SSR1331_30,16.5268549254812,45.1159728195609,9936.48
P31,SSR1331_31,16.5356887315704,45.1075058287639,9913.62
P32,SSR1331_32,16.5456906086956,45.1001162405881,9890.76
P33,SSR1331_33,16.5579546579321,45.0943490826655,9860.28
P34,SSR1331_34,16.5703155788662,45.088748825141,9822.18
P35,SSR1331_35,16.5801212236244,45.0812147792901,9776.46
P36,SSR1331_36,16.5924536968731,45.0755927876013,9723.12
P37,SSR1331_37,16.6016510020062,45.0676965801845,9669.78
P38,SSR1331_38,16.6164571271617,45.0639395327012,9624.06
P39,SSR1331_39,16.6239795489219,45.0548801474176,9570.72
P40,SSR1331_40,16.6377134378115,45.0505026016883,9525
P41,SSR1331_41,16.6461354619706,45.0421250711111,9471.66
P42,SSR1331_42,16.6589902766692,45.0372740316885,9425.94
P43,SSR1331_43,16.670383255704,45.0311323495422,9380.22
P44,SSR1331_44,16.6787503381173,45.0228144374618,9334.5
P45,SSR1331_45,16.6901702124968,45.0168850153962,9288.78
P46,SSR1331_46,16.7006799741904,45.0100830572089,9235.44
P47,SSR1331_47,16.7166231280883,45.0076278336259,9189.72
P48,SSR1331_48,16.7223349033488,44.9972420048588,9144
P49,SSR1331_49,16.7341115431846,44.9914849301236,9090.66
P50,SSR1331_50,16.7436190725045,44.9841255085973,9044.94
P51,SSR1331_51,16.7587522804977,44.9810586468672,8999.22
P52,SSR1331_52,16.7656734774112,44.9718702890638,8945.88
P53,SSR1331_53,16.7793493416627,44.9678080216031,8900.16
P54,SSR1331_54,16.7864931675284,44.958978122976,8854.44
P55,SSR1331_55,16.8001531587803,44.9550905702543,8808.72
P56,SSR1331_56,16.8075753831372,44.9465667449666,8755.38
P57,SSR1331_57,16.8181984558593,44.9405167015974,8709.66
P58,SSR1331_58,16.8322309835092,44.9371804047537,8663.94
P59,SSR1331_59,16.8383451877795,44.9279776915076,8618.22
P60,SSR1331_60,16.8526713019039,44.9250432192701,8572.5
P61,SSR1331_61,16.8586114594778,44.9159999386899,8526.78
P62,SSR1331_62,16.8717957798963,44.9124065107067,8481.06
P63,SSR1331_63,16.8788015010709,44.9042487876216,8435.34
P64,SSR1331_64,16.8914248243355,44.9005192510011,8389.62
P65,SSR1331_65,16.8987793895836,44.8928108805196,8351.52
P66,SSR1331_66,16.908809293086,44.8872627846032,8305.8
P67,SSR1331_67,16.9180568653058,44.8811384416855,8260.08
P68,SSR1331_68,16.9293171402148,44.8766821308087,8221.98
P69,SSR1331_69,16.9403355737295,44.872137441528,8176.26
P70,SSR1331_70,16.9466172652587,44.8641196937132,8138.16
P71,SSR1331_71,16.960270059844,44.861596560926,8092.44
P72,SSR1331_72,16.9648399468132,44.8524245860671,8046.72
P73,SSR1331_73,16.9784353794546,44.8498571929799,8008.62
P74,SSR1331_74,16.9838517547939,44.8412163991429,7962.9
P75,SSR1331_75,16.9964320588965,44.8379970907068,7924.8
P76,SSR1331_76,17.0034169924329,44.8304130457997,7879.08
P77,SSR1331_77,17.0133532524068,44.8249830091023,7833.36
P78,SSR1331_78,17.022044706777,44.8187384471591,7795.26
P79,SSR1331_79,17.0344942136229,44.8150427929102,7749.54
P80,SSR1331_80,17.0409858769181,44.8070143998384,7711.44
P81,SSR1331_81,17.054250284876,44.8039060531595,7665.72
P82,SSR1331_82,17.0623230789185,44.797030750785,7627.62
P83,SSR1331_83,17.0694113819636,44.7894409318059,7581.9
P84,SSR1331_84,17.08414635147,44.787387033846,7536.18
P85,SSR1331_85,17.0897438771497,44.7786353444477,7490.46
P86,SSR1331_86,17.1027957879659,44.7754504235841,7444.74
P87,SSR1331_87,17.1086352895292,44.766971009105,7406.64
P88,SSR1331_88,17.1224603210703,44.7643366484656,7368.54
P89,SSR1331_89,17.1277676371988,44.7554814685882,7322.82
P90,SSR1331_90,17.1410493808145,44.7525436636371,7277.1
P91,SSR1331_91,17.1469309829502,44.7441069973489,7239
P92,SSR1331_92,17.1601493840882,44.7411172710118,7193.28
P93,SSR1331_93,17.1662552332681,44.7329401366875,7147.56
P94,SSR1331_94,17.1778687455453,44.7287057351528,7109.46
P95,SSR1331_95,17.1864604144322,44.7224016996981,7063.74
P96,SSR1331_96,17.1943247476319,44.7154863200336,7025.64
P97,SSR1331_97,17.2082417480967,44.7130689065362,6979.92
P98,SSR1331_98,17.2131468211871,44.7041442283095,6934.2
P99,SSR1331_99,17.2261440940781,44.7009757751865,6896.1
P100,SSR1331_100,17.232119781834,44.6930013562894,6850.38
P101,SSR1331_101,17.2423575842812,44.6878711829031,6812.28
P102,SSR1331_102,17.2512992426848,44.6820039070784,6766.56
P103,SSR1331_103,17.2617549623069,44.6772088382079,6728.46
P104,SSR1331_104,17.2697304123444,44.6705667442759,6682.74
P105,SSR1331_105,17.2794608914616,44.6653495282933,6644.64
P106,SSR1331_106,17.287994068698,44.6591948227937,6598.92
P107,SSR1331_107,17.297885275631,44.6539985875382,6553.2
P108,SSR1331_108,17.3079990163446,44.6491397793212,6515.1
P109,SSR1331_109,17.3155287992794,44.6422812758742,6477
P110,SSR1331_110,17.328594409109,44.6393968309744,6431.28
P111,SSR1331_111,17.3341106261036,44.6312243311321,6385.56
P112,SSR1331_112,17.3471613661569,44.6284117979467,6355.08
P113,SSR1331_113,17.3522756825622,44.6200567157214,6309.36
P114,SSR1331_114,17.3650723059527,44.6171510645603,6263.64
P115,SSR1331_115,17.3705677684509,44.6090683325051,6225.54
P116,SSR1331_116,17.3827072166751,44.6056990602622,6179.82
P117,SSR1331_117,17.3885661183308,44.5980560160599,6141.72
P118,SSR1331_118,17.4010950098625,44.5951304255549,6103.62
P119,SSR1331_119,17.4064417218498,44.5872299162285,6065.52
P120,SSR1331_120,17.4179863093703,44.5836180173621,6019.8
P121,SSR1331_121,17.4255517973056,44.5775268731557,5981.7
P122,SSR1331_122,17.4329585451509,44.5712360693907,5943.6
P123,SSR1331_123,17.4434422031577,44.5671567363951,5897.88
P124,SSR1331_124,17.4507752661227,44.560907978446,5859.78
P125,SSR1331_125,17.4604198367514,44.5564283027048,5821.68
P126,SSR1331_126,17.4677942461324,44.5503000884702,5783.58
P127,SSR1331_127,17.4777754891882,44.5461379460577,5745.48
P128,SSR1331_128,17.4849676813216,44.5399771799164,5707.38
P129,SSR1331_129,17.4947966561977,44.5357069699135,5669.28
P130,SSR1331_130,17.5020439017028,44.5294958777868,5654.04
P131,SSR1331_131,17.5110225804266,44.5247340006106,5646.42
P132,SSR1331_132,17.5174664563538,44.5180673169197,5631.18
P133,SSR1331_133,17.5251432191663,44.5125999367042,5608.32
P134,SSR1331_134,17.5327115611679,44.5070591365259,5593.08
P135,SSR1331_135,17.5386662409358,44.5005085970424,5562.6
P136,SSR1331_136,17.5476913107664,44.4962314316966,5509.26
P137,SSR1331_137,17.55211300238,44.4888152309349,5448.3
P138,SSR1331_138,17.5598046523561,44.4836311528062,5387.34
P139,SSR1331_139,17.5652877493565,44.4769357636278,5341.62
P140,SSR1331_140,17.5734506811097,44.4722563361406,5303.52
P141,SSR1331_141,17.5781141748541,44.4650869987669,5257.8
P142,SSR1331_142,17.5856207837066,44.46004994756,5219.7
P143,SSR1331_143,17.5905716902913,44.4534343598273,5196.84
P144,SSR1331_144,17.5975079441641,44.4482768478044,5166.36
P145,SSR1331_145,17.6032353948158,44.4423751840837,5135.88
P146,SSR1331_146,17.6107140421701,44.4377742928542,5097.78
P147,SSR1331_147,17.616521036546,44.4321088730253,5052.06
P148,SSR1331_148,17.6215028380491,44.4258701500663,5006.34
P149,SSR1331_149,17.6291286034207,44.4215555543118,4960.62
P150,SSR1331_150,17.6333160566186,44.414762675123,4907.28
P151,SSR1331_151,17.6386906296195,44.4089729552156,4861.56
P152,SSR1331_152,17.6452923364119,44.4038578955496,4808.22
P153,SSR1331_153,17.652753666923,44.3995252097625,4754.88
P154,SSR1331_154,17.6568268955262,44.3928241649722,4701.54
P155,SSR1331_155,17.6631167229255,44.38758207198,4648.2
P156,SSR1331_156,17.6684763056262,44.381777006121,4602.48
P157,SSR1331_157,17.6780374002313,44.3790133021567,4556.76
P158,SSR1331_158,17.6803926238813,44.3710981871563,4511.04
P159,SSR1331_159,17.6883137575743,44.3672802434312,4457.7
P160,SSR1331_160,17.6935504958254,44.3613875808884,4411.98
P161,SSR1331_161,17.6981612658502,44.3551398005898,4366.26
P162,SSR1331_162,17.7050003040872,44.3506529170819,4312.92
P163,SSR1331_163,17.7094097102713,44.3442571125747,4267.2
P164,SSR1331_164,17.7174159975658,44.3406934485099,4221.48
P165,SSR1331_165,17.721945165017,44.3343815805955,4175.76
P166,SSR1331_166,17.7275047525599,44.32898426206,4122.42
P167,SSR1331_167,17.7327772298898,44.3234719938141,4076.7
P168,SSR1331_168,17.7394566339009,44.3187836212833,4023.36
P169,SSR1331_169,17.7440542545573,44.3127843592628,3970.02
P170,SSR1331_170,17.7512353032452,44.3086422337267,3924.3
P171,SSR1331_171,17.7556429034297,44.302502695688,3878.58
P172,SSR1331_172,17.7641263387386,44.2993928533082,3832.86
P173,SSR1331_173,17.7680599084097,44.293096324454,3794.76
P174,SSR1331_174,17.7727196666851,44.2874098488685,3756.66
P175,SSR1331_175,17.7802825936895,44.2837353846878,3710.94
P176,SSR1331_176,17.7833602327047,44.2768958548229,3672.84
