STATE_NAME,CELLE_L
8.6649954139227,52.360007370262
9.3241744200196,53.001409106499
10.248055617472,53.000025505023
10.552487660923,53.395571401841
11.179168307523,53.395583534
11.397202542541,53.39557692637
11.443875119871,53.395574609747
11.430262240272,53.362237444092
11.298315985083,53.108630524587
11.136938966078,52.789743123452
11.107205255918,52.730568340331
11.08333650492,52.479458255603
11.081661338509,52.466681451624
11.070259390825,52.373620563829
11.080550904745,52.29168559286
10.808337785967,52.283349288227
9.8858245454897,52.161398883715
9.4083174002307,52.05001171953
8.5038810639442,51.841110362307
8.5113956600665,51.933346148057
8.6333416192018,52.291670549381
8.6649954139227,52.360007370262
8.6649954139227,52.360007370262
STATE_NAME,DELTA_L
7.040288422668,52.539728951596
6.6833457848403,52.5333534938
6.2272355784538,52.340845766024
6.1008452912668,52.134171804324
6.0455545247534,52.043905135494
6.1333400037177,51.883337523981
5.9583518357347,51.833337033349
6.2249992807886,51.466677197006
6.2025076171711,51.386941149052
6.172215774068,51.354442323316
6.1188814048813,51.286672042452
6.0816718922393,51.246111630359
6.0111177122116,51.242222012261
5.5566814131398,51.255842942607
5.4691691175158,51.279447073362
5.4019410530975,51.257777676911
5.3961116800388,51.244443018941
5.2952803435506,51.252783988799
5.1866633615472,51.252775208697
5.0444469714082,51.406390229395
5.062517827578,51.42111573661
5.0111311955694,51.478891196549
4.9911299465644,51.466673407865
4.9694539541203,51.418618918987
4.9083348408151,51.39194442857
4.8588924721663,51.405288839829
4.772231119445,51.412233101281
4.7977955770498,51.422226493316
4.8016773457125,51.465552692098
4.7480682573941,51.478888754843
4.5822365311606,51.428062508032
4.5075143633541,51.433060890967
4.4875091216849,51.448622276812
4.507507630746,51.471672340667
4.3888956919447,51.449997663521
4.2605594767216,51.353340831086
4.2111107071815,51.308605065078
4.1139003444983,51.263887705106
4.1083481359674,51.270834333734
3.4080660776981,51.428894808177
3.1719613449588,51.480563294836
3.1719482888799,51.924182799834
3.1719493306332,51.965567133661
2.3564101753714,51.950560997038
2.4878035376888,52.114729707014
2.6436107839954,52.307241156107
2.7102882918896,52.388624655451
2.7789093431432,52.47196320451
2.8291728875668,52.533340746351
2.8408421329826,52.547229660331
2.8988919483223,52.617790167187
2.99418404034,52.73279048511
3.0683567439005,52.821967961872
3.1480760519861,52.916960319042
3.2547227121935,53.043622002708
3.3033350832283,53.100852716265
3.3661239498686,53.174745582701
3.4294509068447,53.249184242791
3.5611290016393,53.4025178593
3.6497456311976,53.500019256792
3.7061162161909,53.569747920697
3.9427879311296,53.839464263689
4.085274495437,54.000023770226
4.1800200114286,54.105582530599
4.7300032065582,53.320298647515
5.1383387825371,52.974192783632
5.7300109002803,52.796967342101
7.0708224803693,52.796955842401
7.0583270793425,52.656962983646
7.040288422668,52.539728951596
7.040288422668,52.539728951596
STATE_NAME,DUTCHMILL
7.0639038639387,52.718070542456
7.0583270793425,52.656962983646
7.040288422668,52.539728951596
7.0611160304922,52.39723826366
7.0641601512536,52.238905517457
7.0013835933626,52.20584408328
6.8555518506773,52.142787323559
6.8351891970314,52.137330436155
6.8077775718035,52.119450540477
6.792108348042,51.947582715604
6.7941748081946,51.945839516271
6.7999931069645,51.930569595014
6.7547316761163,51.892503452479
6.6576845274016,51.901179973029
6.4966658292298,51.861677368016
6.4932990324022,51.861867580825
6.4288827089114,51.846398603337
6.4045973404254,51.832357697463
6.4075150521562,51.828069172508
6.3998574066624,51.829630378099
6.3913806604279,51.824721455737
6.3480540912833,51.828335590659
6.2530691284902,51.853904052393
6.2213953387269,51.850003053115
6.1741790206162,51.875152047858
6.1333400037177,51.883337523981
5.9583518357347,51.833337033349
6.2249992807886,51.466677197006
6.2249961147965,51.404730247127
6.2250014086029,51.366672752616
6.0816718922393,51.246111630359
6.0111177122116,51.242222012261
5.5566814131398,51.255842942607
5.4691691175158,51.279447073362
5.4019410530975,51.257777676911
5.3961116800388,51.244443018941
5.2952803435506,51.252783988799
5.1866633615472,51.252775208697
5.0587750195489,51.390962046898
4.9744736009014,51.429756737555
4.9694539541203,51.418618918987
4.9083348408151,51.39194442857
4.8588924721663,51.405288839829
4.772231119445,51.412233101281
4.7977955770498,51.422226493316
4.7993638891902,51.439857274431
4.6400877139587,51.445837944609
4.5822365311606,51.428062508032
4.5075143633541,51.433060890967
4.4875091216849,51.448622276812
4.4898122196349,51.451272998402
4.4110007887883,51.454039787924
4.3888956919447,51.449997663521
4.2605594767216,51.353340831086
4.2111107071815,51.308605065078
4.1139003444983,51.263887705106
4.1083481359674,51.270834333734
3.4080660776981,51.428894808177
3.1719613449588,51.480563294836
2.5000025619147,51.636948738949
2.5000112528929,51.455564885417
2.000020589969,51.50000953595
2.0550035674849,51.570282495399
2.1077916992176,51.637227131938
2.1669605886332,51.712514203613
2.2241807429556,51.784732909867
2.3564101753714,51.950560997038
2.4878035376888,52.114729707014
2.6436107839954,52.307241156107
2.7102882918896,52.388624655451
2.7789093431432,52.47196320451
2.8291728875668,52.533340746351
2.8408421329826,52.547229660331
2.8988919483223,52.617790167187
2.5000172486127,52.669466198041
2.5000220338726,53.333356296482
2.7333406981336,53.303634237657
3.0000082044969,53.268907699393
3.000001441775,53.696695367507
3.7061162161909,53.569747920697
3.9427879311296,53.839464263689
4.085274495437,54.000023770226
4.1800200114286,54.105582530599
4.535842557824,54.500035995724
5.0000042573977,55.000028722762
6.499991419204,55.000038220724
6.5000021722081,53.666696477203
6.6066691305866,53.560585492567
6.6722297079181,53.524460917945
6.7416799934297,53.512808399363
6.8163979073199,53.495861991347
